,subject_uuid,subject_nickname,subject_birth_date,sex,subject_strain,subject_line,session_date,avg_weight,total_water
148,21e1df44-3aaf-44bc-bb50-60793591a260,6869,2018-06-25,M,C57BL/6J,Thy1-GCaMP6s,2018-09-27,28.100000381469727,1.6825396844318934
149,21e1df44-3aaf-44bc-bb50-60793591a260,6869,2018-06-25,M,C57BL/6J,Thy1-GCaMP6s,2018-10-17,27.1200008392334,1.6825396844318934
150,21e1df44-3aaf-44bc-bb50-60793591a260,6869,2018-06-25,M,C57BL/6J,Thy1-GCaMP6s,2018-09-19,29.25,1.6825396844318934
151,21e1df44-3aaf-44bc-bb50-60793591a260,6869,2018-06-25,M,C57BL/6J,Thy1-GCaMP6s,2018-10-08,26.229999542236328,1.6825396844318934
152,21e1df44-3aaf-44bc-bb50-60793591a260,6869,2018-06-25,M,C57BL/6J,Thy1-GCaMP6s,2018-09-28,27.770000457763672,1.6825396844318934
153,21e1df44-3aaf-44bc-bb50-60793591a260,6869,2018-06-25,M,C57BL/6J,Thy1-GCaMP6s,2018-10-18,26.739999771118164,1.6825396844318934
154,21e1df44-3aaf-44bc-bb50-60793591a260,6869,2018-06-25,M,C57BL/6J,Thy1-GCaMP6s,2018-09-20,29.31999969482422,1.6825396844318934
155,21e1df44-3aaf-44bc-bb50-60793591a260,6869,2018-06-25,M,C57BL/6J,Thy1-GCaMP6s,2018-10-09,27.049999237060547,1.6825396844318934
156,2498cb76-8d25-4a84-84ca-0c413028e0c3,6872,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-10-09,19.360000610351562,1.5634920682225908
157,2498cb76-8d25-4a84-84ca-0c413028e0c3,6872,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-10-01,20.770000457763672,1.5634920682225908
158,2498cb76-8d25-4a84-84ca-0c413028e0c3,6872,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-10-19,20.989999771118164,1.5634920682225908
159,2498cb76-8d25-4a84-84ca-0c413028e0c3,6872,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-09-21,22.170000076293945,1.5634920682225908
160,2498cb76-8d25-4a84-84ca-0c413028e0c3,6872,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-10-10,19.0,1.5634920682225908
161,2498cb76-8d25-4a84-84ca-0c413028e0c3,6872,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-10-02,21.219999313354492,1.5634920682225908
162,2498cb76-8d25-4a84-84ca-0c413028e0c3,6872,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-10-22,20.3700008392334,1.5634920682225908
163,2498cb76-8d25-4a84-84ca-0c413028e0c3,6872,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-09-24,22.020000457763672,1.5634920682225908
164,2498cb76-8d25-4a84-84ca-0c413028e0c3,6872,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-10-11,19.739999771118164,1.5634920682225908
165,2498cb76-8d25-4a84-84ca-0c413028e0c3,6872,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-10-03,21.139999389648438,1.5634920682225908
166,2498cb76-8d25-4a84-84ca-0c413028e0c3,6872,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-10-23,20.530000686645508,1.5634920682225908
167,2498cb76-8d25-4a84-84ca-0c413028e0c3,6872,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-09-25,21.459999084472656,1.5634920682225908
168,2498cb76-8d25-4a84-84ca-0c413028e0c3,6872,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-10-12,19.40999984741211,1.5634920682225908
169,2498cb76-8d25-4a84-84ca-0c413028e0c3,6872,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-09-17,20.899999618530273,1.5634920682225908
170,2498cb76-8d25-4a84-84ca-0c413028e0c3,6872,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-10-04,20.920000076293945,1.5634920682225908
171,2498cb76-8d25-4a84-84ca-0c413028e0c3,6872,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-09-26,21.729999542236328,1.5634920682225908
172,2498cb76-8d25-4a84-84ca-0c413028e0c3,6872,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-10-15,20.489999771118164,1.5634920682225908
173,2498cb76-8d25-4a84-84ca-0c413028e0c3,6872,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-09-18,20.889999389648438,1.5634920682225908
174,2498cb76-8d25-4a84-84ca-0c413028e0c3,6872,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-10-05,21.610000610351562,1.5634920682225908
175,2498cb76-8d25-4a84-84ca-0c413028e0c3,6872,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-09-27,20.93000030517578,1.5634920682225908
176,2498cb76-8d25-4a84-84ca-0c413028e0c3,6872,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-10-17,21.3799991607666,1.5634920682225908
177,2498cb76-8d25-4a84-84ca-0c413028e0c3,6872,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-09-19,21.290000915527344,1.5634920682225908
178,2498cb76-8d25-4a84-84ca-0c413028e0c3,6872,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-10-08,19.860000610351562,1.5634920682225908
179,2498cb76-8d25-4a84-84ca-0c413028e0c3,6872,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-09-28,20.649999618530273,1.5634920682225908
180,2498cb76-8d25-4a84-84ca-0c413028e0c3,6872,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-10-18,21.200000762939453,1.5634920682225908
181,2498cb76-8d25-4a84-84ca-0c413028e0c3,6872,2018-06-25,F,C57BL/6J,Thy1-GCaMP6s,2018-09-20,21.6299991607666,1.5634920682225908
182,342f4745-7606-4506-b81d-c7e27ed78c44,ZM_342,2018-08-08,F,C57BL/6J,Thy1-GCaMP6s,2018-10-18,16.979999542236328,1.5158730206035433
183,342f4745-7606-4506-b81d-c7e27ed78c44,ZM_342,2018-08-08,F,C57BL/6J,Thy1-GCaMP6s,2018-09-20,15.649999618530273,1.5158730206035433
184,342f4745-7606-4506-b81d-c7e27ed78c44,ZM_342,2018-08-08,F,C57BL/6J,Thy1-GCaMP6s,2018-10-09,15.970000267028809,1.5158730206035433
185,342f4745-7606-4506-b81d-c7e27ed78c44,ZM_342,2018-08-08,F,C57BL/6J,Thy1-GCaMP6s,2018-10-01,15.9399995803833,1.5158730206035433
186,342f4745-7606-4506-b81d-c7e27ed78c44,ZM_342,2018-08-08,F,C57BL/6J,Thy1-GCaMP6s,2018-10-19,16.829999923706055,1.5158730206035433
187,342f4745-7606-4506-b81d-c7e27ed78c44,ZM_342,2018-08-08,F,C57BL/6J,Thy1-GCaMP6s,2018-09-21,15.050000190734863,1.5158730206035433
188,342f4745-7606-4506-b81d-c7e27ed78c44,ZM_342,2018-08-08,F,C57BL/6J,Thy1-GCaMP6s,2018-10-10,16.65999984741211,1.5158730206035433
189,342f4745-7606-4506-b81d-c7e27ed78c44,ZM_342,2018-08-08,F,C57BL/6J,Thy1-GCaMP6s,2018-10-02,15.920000076293945,1.5158730206035433
190,342f4745-7606-4506-b81d-c7e27ed78c44,ZM_342,2018-08-08,F,C57BL/6J,Thy1-GCaMP6s,2018-10-22,17.350000381469727,1.5158730206035433
191,342f4745-7606-4506-b81d-c7e27ed78c44,ZM_342,2018-08-08,F,C57BL/6J,Thy1-GCaMP6s,2018-09-24,15.960000038146973,1.5158730206035433
192,342f4745-7606-4506-b81d-c7e27ed78c44,ZM_342,2018-08-08,F,C57BL/6J,Thy1-GCaMP6s,2018-10-11,16.709999084472656,1.5158730206035433
193,342f4745-7606-4506-b81d-c7e27ed78c44,ZM_342,2018-08-08,F,C57BL/6J,Thy1-GCaMP6s,2018-10-03,16.0,1.5158730206035433
194,342f4745-7606-4506-b81d-c7e27ed78c44,ZM_342,2018-08-08,F,C57BL/6J,Thy1-GCaMP6s,2018-10-23,17.399999618530273,1.5158730206035433
195,342f4745-7606-4506-b81d-c7e27ed78c44,ZM_342,2018-08-08,F,C57BL/6J,Thy1-GCaMP6s,2018-09-25,15.880000114440918,1.5158730206035433
196,342f4745-7606-4506-b81d-c7e27ed78c44,ZM_342,2018-08-08,F,C57BL/6J,Thy1-GCaMP6s,2018-10-12,16.450000762939453,1.5158730206035433
197,342f4745-7606-4506-b81d-c7e27ed78c44,ZM_342,2018-08-08,F,C57BL/6J,Thy1-GCaMP6s,2018-09-17,16.079999923706055,1.5158730206035433
198,342f4745-7606-4506-b81d-c7e27ed78c44,ZM_342,2018-08-08,F,C57BL/6J,Thy1-GCaMP6s,2018-10-04,16.15999984741211,1.5158730206035433
199,342f4745-7606-4506-b81d-c7e27ed78c44,ZM_342,2018-08-08,F,C57BL/6J,Thy1-GCaMP6s,2018-09-26,16.229999542236328,1.5158730206035433
200,342f4745-7606-4506-b81d-c7e27ed78c44,ZM_342,2018-08-08,F,C57BL/6J,Thy1-GCaMP6s,2018-10-15,16.639999389648438,1.5158730206035433
201,342f4745-7606-4506-b81d-c7e27ed78c44,ZM_342,2018-08-08,F,C57BL/6J,Thy1-GCaMP6s,2018-09-18,16.700000762939453,1.5158730206035433
202,342f4745-7606-4506-b81d-c7e27ed78c44,ZM_342,2018-08-08,F,C57BL/6J,Thy1-GCaMP6s,2018-10-05,16.309999465942383,1.5158730206035433
203,342f4745-7606-4506-b81d-c7e27ed78c44,ZM_342,2018-08-08,F,C57BL/6J,Thy1-GCaMP6s,2018-09-27,16.040000915527344,1.5158730206035433
204,342f4745-7606-4506-b81d-c7e27ed78c44,ZM_342,2018-08-08,F,C57BL/6J,Thy1-GCaMP6s,2018-10-17,17.0,1.5158730206035433
205,342f4745-7606-4506-b81d-c7e27ed78c44,ZM_342,2018-08-08,F,C57BL/6J,Thy1-GCaMP6s,2018-09-19,15.5,1.5158730206035433
206,342f4745-7606-4506-b81d-c7e27ed78c44,ZM_342,2018-08-08,F,C57BL/6J,Thy1-GCaMP6s,2018-10-08,15.90999984741211,1.5158730206035433
207,342f4745-7606-4506-b81d-c7e27ed78c44,ZM_342,2018-08-08,F,C57BL/6J,Thy1-GCaMP6s,2018-09-28,15.9399995803833,1.5158730206035433
208,3cc9e62f-5a3d-43ab-9ed6-66dcc6d3a3be,ZM_208,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-09-28,22.25,0.6800000190734863
209,3cc9e62f-5a3d-43ab-9ed6-66dcc6d3a3be,ZM_208,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-18,24.6200008392334,0.6800000190734863
210,3cc9e62f-5a3d-43ab-9ed6-66dcc6d3a3be,ZM_208,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-09-20,24.950000762939453,0.6800000190734863
211,3cc9e62f-5a3d-43ab-9ed6-66dcc6d3a3be,ZM_208,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-09,23.15999984741211,0.6800000190734863
212,3cc9e62f-5a3d-43ab-9ed6-66dcc6d3a3be,ZM_208,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-01,22.15999984741211,0.6800000190734863
213,3cc9e62f-5a3d-43ab-9ed6-66dcc6d3a3be,ZM_208,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-19,24.729999542236328,0.6800000190734863
214,3cc9e62f-5a3d-43ab-9ed6-66dcc6d3a3be,ZM_208,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-09-21,25.010000228881836,0.6800000190734863
215,3cc9e62f-5a3d-43ab-9ed6-66dcc6d3a3be,ZM_208,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-10,23.170000076293945,0.6800000190734863
216,3cc9e62f-5a3d-43ab-9ed6-66dcc6d3a3be,ZM_208,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-02,22.1200008392334,0.6800000190734863
217,3cc9e62f-5a3d-43ab-9ed6-66dcc6d3a3be,ZM_208,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-22,24.25,0.6800000190734863
218,3cc9e62f-5a3d-43ab-9ed6-66dcc6d3a3be,ZM_208,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-09-24,24.75,0.6800000190734863
219,3cc9e62f-5a3d-43ab-9ed6-66dcc6d3a3be,ZM_208,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-11,23.540000915527344,0.6800000190734863
220,3cc9e62f-5a3d-43ab-9ed6-66dcc6d3a3be,ZM_208,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-03,22.420000076293945,0.6800000190734863
221,3cc9e62f-5a3d-43ab-9ed6-66dcc6d3a3be,ZM_208,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-23,24.31999969482422,0.6800000190734863
222,3cc9e62f-5a3d-43ab-9ed6-66dcc6d3a3be,ZM_208,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-09-25,23.489999771118164,0.6800000190734863
223,3cc9e62f-5a3d-43ab-9ed6-66dcc6d3a3be,ZM_208,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-12,23.700000762939453,0.6800000190734863
224,3cc9e62f-5a3d-43ab-9ed6-66dcc6d3a3be,ZM_208,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-09-17,24.600000381469727,0.6800000190734863
225,3cc9e62f-5a3d-43ab-9ed6-66dcc6d3a3be,ZM_208,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-04,22.329999923706055,0.6800000190734863
226,3cc9e62f-5a3d-43ab-9ed6-66dcc6d3a3be,ZM_208,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-09-26,23.100000381469727,0.6800000190734863
227,3cc9e62f-5a3d-43ab-9ed6-66dcc6d3a3be,ZM_208,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-15,23.959999084472656,0.6800000190734863
228,3cc9e62f-5a3d-43ab-9ed6-66dcc6d3a3be,ZM_208,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-09-18,24.399999618530273,0.6800000190734863
229,3cc9e62f-5a3d-43ab-9ed6-66dcc6d3a3be,ZM_208,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-05,23.469999313354492,0.6800000190734863
230,3cc9e62f-5a3d-43ab-9ed6-66dcc6d3a3be,ZM_208,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-09-27,22.65999984741211,0.6800000190734863
231,3cc9e62f-5a3d-43ab-9ed6-66dcc6d3a3be,ZM_208,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-17,24.100000381469727,0.6800000190734863
232,3cc9e62f-5a3d-43ab-9ed6-66dcc6d3a3be,ZM_208,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-09-19,25.040000915527344,0.6800000190734863
233,3cc9e62f-5a3d-43ab-9ed6-66dcc6d3a3be,ZM_208,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-08,23.360000610351562,0.6800000190734863
234,43b91da7-0be5-493a-bec5-ebd8d624a573,ZM_209,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-09-19,25.469999313354492,1.6507936545780726
235,43b91da7-0be5-493a-bec5-ebd8d624a573,ZM_209,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-08,22.549999237060547,1.6507936545780726
236,43b91da7-0be5-493a-bec5-ebd8d624a573,ZM_209,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-09-28,23.799999237060547,1.6507936545780726
237,43b91da7-0be5-493a-bec5-ebd8d624a573,ZM_209,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-18,23.1200008392334,1.6507936545780726
238,43b91da7-0be5-493a-bec5-ebd8d624a573,ZM_209,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-09-20,25.360000610351562,1.6507936545780726
239,43b91da7-0be5-493a-bec5-ebd8d624a573,ZM_209,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-09,23.059999465942383,1.6507936545780726
240,43b91da7-0be5-493a-bec5-ebd8d624a573,ZM_209,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-01,23.290000915527344,1.6507936545780726
241,43b91da7-0be5-493a-bec5-ebd8d624a573,ZM_209,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-19,22.889999389648438,1.6507936545780726
242,43b91da7-0be5-493a-bec5-ebd8d624a573,ZM_209,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-09-21,26.110000610351562,1.6507936545780726
243,43b91da7-0be5-493a-bec5-ebd8d624a573,ZM_209,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-10,23.549999237060547,1.6507936545780726
244,43b91da7-0be5-493a-bec5-ebd8d624a573,ZM_209,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-02,23.059999465942383,1.6507936545780726
245,43b91da7-0be5-493a-bec5-ebd8d624a573,ZM_209,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-22,23.290000915527344,1.6507936545780726
246,43b91da7-0be5-493a-bec5-ebd8d624a573,ZM_209,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-09-24,25.190000534057617,1.6507936545780726
247,43b91da7-0be5-493a-bec5-ebd8d624a573,ZM_209,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-11,22.90999984741211,1.6507936545780726
248,43b91da7-0be5-493a-bec5-ebd8d624a573,ZM_209,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-03,22.940000534057617,1.6507936545780726
249,43b91da7-0be5-493a-bec5-ebd8d624a573,ZM_209,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-23,23.969999313354492,1.6507936545780726
250,43b91da7-0be5-493a-bec5-ebd8d624a573,ZM_209,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-09-25,24.760000228881836,1.6507936545780726
251,43b91da7-0be5-493a-bec5-ebd8d624a573,ZM_209,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-12,22.489999771118164,1.6507936545780726
252,43b91da7-0be5-493a-bec5-ebd8d624a573,ZM_209,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-09-17,25.700000762939453,1.6507936545780726
253,43b91da7-0be5-493a-bec5-ebd8d624a573,ZM_209,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-04,23.290000915527344,1.6507936545780726
254,43b91da7-0be5-493a-bec5-ebd8d624a573,ZM_209,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-09-26,24.8799991607666,1.6507936545780726
255,43b91da7-0be5-493a-bec5-ebd8d624a573,ZM_209,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-15,22.450000762939453,1.6507936545780726
256,43b91da7-0be5-493a-bec5-ebd8d624a573,ZM_209,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-09-18,25.100000381469727,1.6507936545780726
257,43b91da7-0be5-493a-bec5-ebd8d624a573,ZM_209,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-05,23.25,1.6507936545780726
258,43b91da7-0be5-493a-bec5-ebd8d624a573,ZM_209,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-09-27,24.209999084472656,1.6507936545780726
259,43b91da7-0be5-493a-bec5-ebd8d624a573,ZM_209,2018-07-23,M,C57BL/6J,Thy1-GCaMP6s,2018-10-17,23.43000030517578,1.6507936545780726
260,704479d9-9375-4aaa-9e20-c304e0e8cb09,ZM_200,2018-07-22,M,C57BL/6J,Thy1-GCaMP6s,2018-09-27,27.0,2.750000011920929
261,704479d9-9375-4aaa-9e20-c304e0e8cb09,ZM_200,2018-07-22,M,C57BL/6J,Thy1-GCaMP6s,2018-10-17,28.299999237060547,2.750000011920929
262,704479d9-9375-4aaa-9e20-c304e0e8cb09,ZM_200,2018-07-22,M,C57BL/6J,Thy1-GCaMP6s,2018-09-19,26.25,2.750000011920929
263,704479d9-9375-4aaa-9e20-c304e0e8cb09,ZM_200,2018-07-22,M,C57BL/6J,Thy1-GCaMP6s,2018-10-08,26.350000381469727,2.750000011920929
264,704479d9-9375-4aaa-9e20-c304e0e8cb09,ZM_200,2018-07-22,M,C57BL/6J,Thy1-GCaMP6s,2018-09-28,26.799999237060547,2.750000011920929
265,704479d9-9375-4aaa-9e20-c304e0e8cb09,ZM_200,2018-07-22,M,C57BL/6J,Thy1-GCaMP6s,2018-10-18,27.889999389648438,2.750000011920929
266,704479d9-9375-4aaa-9e20-c304e0e8cb09,ZM_200,2018-07-22,M,C57BL/6J,Thy1-GCaMP6s,2018-09-20,26.09000015258789,2.750000011920929
267,704479d9-9375-4aaa-9e20-c304e0e8cb09,ZM_200,2018-07-22,M,C57BL/6J,Thy1-GCaMP6s,2018-10-09,26.540000915527344,2.750000011920929
268,704479d9-9375-4aaa-9e20-c304e0e8cb09,ZM_200,2018-07-22,M,C57BL/6J,Thy1-GCaMP6s,2018-10-01,25.549999237060547,2.750000011920929
269,704479d9-9375-4aaa-9e20-c304e0e8cb09,ZM_200,2018-07-22,M,C57BL/6J,Thy1-GCaMP6s,2018-10-19,27.790000915527344,2.750000011920929
270,704479d9-9375-4aaa-9e20-c304e0e8cb09,ZM_200,2018-07-22,M,C57BL/6J,Thy1-GCaMP6s,2018-09-21,26.040000915527344,2.750000011920929
271,704479d9-9375-4aaa-9e20-c304e0e8cb09,ZM_200,2018-07-22,M,C57BL/6J,Thy1-GCaMP6s,2018-10-10,26.600000381469727,2.750000011920929
272,704479d9-9375-4aaa-9e20-c304e0e8cb09,ZM_200,2018-07-22,M,C57BL/6J,Thy1-GCaMP6s,2018-10-02,27.079999923706055,2.750000011920929
273,704479d9-9375-4aaa-9e20-c304e0e8cb09,ZM_200,2018-07-22,M,C57BL/6J,Thy1-GCaMP6s,2018-10-22,28.59000015258789,2.750000011920929
274,704479d9-9375-4aaa-9e20-c304e0e8cb09,ZM_200,2018-07-22,M,C57BL/6J,Thy1-GCaMP6s,2018-09-24,26.459999084472656,2.750000011920929
275,704479d9-9375-4aaa-9e20-c304e0e8cb09,ZM_200,2018-07-22,M,C57BL/6J,Thy1-GCaMP6s,2018-10-11,26.729999542236328,2.750000011920929
276,704479d9-9375-4aaa-9e20-c304e0e8cb09,ZM_200,2018-07-22,M,C57BL/6J,Thy1-GCaMP6s,2018-10-03,27.1200008392334,2.750000011920929
277,704479d9-9375-4aaa-9e20-c304e0e8cb09,ZM_200,2018-07-22,M,C57BL/6J,Thy1-GCaMP6s,2018-10-23,29.049999237060547,2.750000011920929
278,704479d9-9375-4aaa-9e20-c304e0e8cb09,ZM_200,2018-07-22,M,C57BL/6J,Thy1-GCaMP6s,2018-09-25,26.639999389648438,2.750000011920929
279,704479d9-9375-4aaa-9e20-c304e0e8cb09,ZM_200,2018-07-22,M,C57BL/6J,Thy1-GCaMP6s,2018-10-12,27.760000228881836,2.750000011920929
280,704479d9-9375-4aaa-9e20-c304e0e8cb09,ZM_200,2018-07-22,M,C57BL/6J,Thy1-GCaMP6s,2018-09-17,26.059999465942383,2.750000011920929
281,704479d9-9375-4aaa-9e20-c304e0e8cb09,ZM_200,2018-07-22,M,C57BL/6J,Thy1-GCaMP6s,2018-10-04,26.719999313354492,2.750000011920929
282,704479d9-9375-4aaa-9e20-c304e0e8cb09,ZM_200,2018-07-22,M,C57BL/6J,Thy1-GCaMP6s,2018-09-26,27.299999237060547,2.750000011920929
283,704479d9-9375-4aaa-9e20-c304e0e8cb09,ZM_200,2018-07-22,M,C57BL/6J,Thy1-GCaMP6s,2018-10-15,28.43000030517578,2.750000011920929
284,704479d9-9375-4aaa-9e20-c304e0e8cb09,ZM_200,2018-07-22,M,C57BL/6J,Thy1-GCaMP6s,2018-09-18,26.510000228881836,2.750000011920929
285,704479d9-9375-4aaa-9e20-c304e0e8cb09,ZM_200,2018-07-22,M,C57BL/6J,Thy1-GCaMP6s,2018-10-05,27.110000610351562,2.750000011920929
286,76f99b7a-94e6-41d4-8e2d-6bdd7b1478c3,ZM_335,2018-08-08,M,C57BL/6J,Thy1-GCaMP6s,2018-10-05,21.84000015258789,2.9620203730408794
287,76f99b7a-94e6-41d4-8e2d-6bdd7b1478c3,ZM_335,2018-08-08,M,C57BL/6J,Thy1-GCaMP6s,2018-09-27,20.209999084472656,2.9620203730408794
288,76f99b7a-94e6-41d4-8e2d-6bdd7b1478c3,ZM_335,2018-08-08,M,C57BL/6J,Thy1-GCaMP6s,2018-10-17,23.350000381469727,2.9620203730408794
289,76f99b7a-94e6-41d4-8e2d-6bdd7b1478c3,ZM_335,2018-08-08,M,C57BL/6J,Thy1-GCaMP6s,2018-09-19,17.959999084472656,2.9620203730408794
290,76f99b7a-94e6-41d4-8e2d-6bdd7b1478c3,ZM_335,2018-08-08,M,C57BL/6J,Thy1-GCaMP6s,2018-10-08,22.06999969482422,2.9620203730408794
291,76f99b7a-94e6-41d4-8e2d-6bdd7b1478c3,ZM_335,2018-08-08,M,C57BL/6J,Thy1-GCaMP6s,2018-09-28,20.59000015258789,2.9620203730408794
292,76f99b7a-94e6-41d4-8e2d-6bdd7b1478c3,ZM_335,2018-08-08,M,C57BL/6J,Thy1-GCaMP6s,2018-10-18,24.18000030517578,2.9620203730408794
293,76f99b7a-94e6-41d4-8e2d-6bdd7b1478c3,ZM_335,2018-08-08,M,C57BL/6J,Thy1-GCaMP6s,2018-09-20,18.959999084472656,2.9620203730408794
294,76f99b7a-94e6-41d4-8e2d-6bdd7b1478c3,ZM_335,2018-08-08,M,C57BL/6J,Thy1-GCaMP6s,2018-10-09,22.1200008392334,2.9620203730408794
